timestamp,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW
2023-04-17 22:00:00,53138,55814,48466,2079,13090,0,30724,0,17,1512,-467,-309,693,-500,-63,770,2190,-320,0
2023-04-17 23:00:00,47341,49247,43152,2143,13090,0,30724,0,22,1291,983,725,1161,-723,-77,935,2183,-84,0
2023-04-18 00:00:00,43844,46244,39925,2091,13090,0,30728,0,530,1096,850,651,1015,-757,0,920,1948,-113,0
2023-04-18 01:00:00,43399,45880,39625,2019,13090,0,30732,0,699,1340,485,208,1448,-699,0,1046,1696,-83,0
2023-04-18 02:00:00,42999,46120,39292,1999,13090,0,30732,0,943,1211,1293,-78,1390,-648,0,678,1670,-452,0
2023-04-18 03:00:00,42147,45418,38460,2055,13090,0,30732,0,1244,841,1201,283,450,-561,0,604,1463,-466,0
2023-04-18 04:00:00,41773,44677,38072,2269,13090,0,30732,0,951,1117,685,5,208,-203,-59,-24,1201,-658,0
2023-04-18 05:00:00,43599,49491,39740,2480,13090,0,30732,0,298,1876,-1986,-934,2,152,10,-655,2013,-1019,0
2023-04-18 06:00:00,50893,55524,46478,2716,13090,180,30732,0,19,2671,-1511,-927,580,92,0,-378,2183,-796,0
2023-04-18 07:00:00,59308,61153,53999,2775,13090,1712,30732,0,23,2695,857,-121,1821,-287,-254,734,2191,-160,0
2023-04-18 08:00:00,60217,62884,54450,2963,13090,4746,30732,0,22,1437,1291,533,2090,-822,-823,1386,2190,259,0
2023-04-18 09:00:00,56816,59898,50999,3305,13090,8822,30732,0,15,558,236,-104,2098,-902,-1061,1693,2190,572,0
2023-04-18 10:00:00,52644,55772,46996,3880,13090,12553,30732,0,14,601,1352,-190,2098,-902,-1022,1702,2190,218,0
2023-04-18 11:00:00,49915,52508,44608,4466,13090,14766,30732,0,14,1488,1480,51,2096,-902,-677,1855,2190,891,0
2023-04-18 12:00:00,49079,51732,44065,5033,13090,15634,30732,0,13,1658,2007,1055,2096,-863,-777,1217,2190,1342,0
2023-04-18 13:00:00,48427,50877,43760,5275,13090,14989,30732,0,14,2343,2008,1168,2097,-863,-573,1412,2190,1260,0
2023-04-18 14:00:00,48310,50784,43859,5421,13090,12457,30732,0,14,2538,2008,581,2046,-895,-565,756,2166,1824,0
2023-04-18 15:00:00,49740,51684,45309,5512,13090,10749,30732,0,12,2805,2010,1192,2087,-795,-137,458,1502,1390,0
2023-04-18 16:00:00,54131,55844,49557,5511,13090,8145,30732,0,16,3775,1999,509,1788,-697,0,1059,2151,897,0
2023-04-18 17:00:00,59172,60450,54269,5267,13090,5005,30732,0,15,4428,1097,10,2071,-260,0,710,2190,695,0
2023-04-18 18:00:00,61142,62244,56288,4696,13090,2233,30732,0,21,3677,462,-81,1716,106,0,767,2190,596,0
2023-04-18 19:00:00,63132,64182,58253,4210,13090,451,30732,0,20,3094,875,235,1583,-30,0,540,2191,732,0
2023-04-18 20:00:00,62488,63701,57468,4095,13090,0,30732,0,23,2854,948,-12,1528,-178,0,140,2190,643,0
2023-04-18 21:00:00,58848,60584,53930,4071,13090,0,30732,0,18,1913,1872,348,1548,-528,66,-190,2190,632,0
2023-04-18 22:00:00,52625,54838,48297,3986,13090,0,30732,0,35,2350,1218,-322,1793,-575,0,-281,2190,26,0
2023-04-18 23:00:00,45780,47703,42197,3902,13090,0,30732,0,448,2575,1274,510,1075,-475,39,927,2190,526,0
2023-04-19 00:00:00,42222,44895,38899,3726,13090,0,30736,0,1421,2170,839,436,1077,-213,-39,904,2190,333,0
2023-04-19 01:00:00,41807,44726,38716,3595,13090,0,30740,0,1739,2007,963,516,1314,-180,0,989,2190,486,0
2023-04-19 02:00:00,41452,44426,38337,3531,13090,0,30740,0,1765,1817,604,598,1031,-209,0,1072,2190,1108,0
2023-04-19 03:00:00,40451,43448,37250,3524,13090,0,30740,0,1757,2365,1213,760,1212,-209,-31,360,2190,660,0
2023-04-19 04:00:00,39709,42144,36699,3630,13090,0,30740,0,1407,2786,1106,604,716,-28,0,320,2190,200,0
2023-04-19 05:00:00,41831,44279,38595,3774,13090,0,30740,0,48,3007,-821,-579,645,162,0,225,2190,82,0
2023-04-19 06:00:00,49166,52427,45326,3926,13090,331,30740,0,22,3533,-1387,-843,685,470,216,-8,2190,178,0
2023-04-19 07:00:00,57310,58605,52544,4039,13090,1989,30740,0,20,3408,339,-158,2043,52,24,1537,2190,-87,0
2023-04-19 08:00:00,59240,60875,54382,4370,13090,3998,30740,0,11,2939,700,1200,2098,-495,-129,1989,2190,972,0
2023-04-19 09:00:00,58404,60338,53818,5042,13090,5925,30740,0,14,3436,1148,1751,2097,-835,-85,1989,2190,1404,0
2023-04-19 10:00:00,56838,58976,52752,5775,13090,7420,30740,0,14,5180,1602,1617,2098,-875,-249,1998,2190,808,0
2023-04-19 11:00:00,53751,55413,49874,6352,13090,9964,30740,0,16,5997,1994,1972,2097,-643,-3,1998,2191,1958,0
2023-04-19 12:00:00,50951,52385,47475,6777,13090,12666,30740,0,15,5244,1910,1985,2099,-419,0,1998,2190,1994,0
2023-04-19 13:00:00,48939,50660,45535,6930,13090,13355,30740,0,74,4605,1999,1975,2097,-563,-84,1997,2190,1994,0
2023-04-19 14:00:00,46294,48833,42889,6950,13090,13259,30740,0,419,4346,1388,1268,2095,-562,-558,1999,2190,1996,0
2023-04-19 15:00:00,45952,48320,42603,6802,13090,12414,30740,0,567,4220,1646,1310,2097,-564,-237,1998,2190,1996,0
2023-04-19 16:00:00,49657,51140,45931,6559,13090,10088,30740,0,17,4516,928,1326,2097,-407,-42,1969,2190,1995,0
2023-04-19 17:00:00,54466,55767,50354,6080,13090,6972,30740,0,20,4361,1361,1718,2098,-281,0,1709,2190,1974,0
2023-04-19 18:00:00,58052,59626,53807,5189,13090,3577,30740,0,17,4370,-54,236,1999,-503,0,829,2190,491,0
2023-04-19 19:00:00,59956,61435,55354,4505,13090,771,30740,0,20,4357,-140,-205,1729,-114,0,560,2190,832,0
2023-04-19 20:00:00,60533,61914,55661,4248,13090,1,30740,0,17,2663,468,152,2035,-350,-14,1016,2190,992,0
2023-04-19 21:00:00,58177,59460,53349,4191,13090,0,30740,0,14,1933,1040,37,2098,-269,0,1439,2190,149,0
2023-04-19 22:00:00,51497,53118,47166,4067,13090,0,30740,0,11,1263,398,-179,1807,-361,-22,1155,2191,-16,0
2023-04-19 23:00:00,45469,46905,41594,3947,13090,0,30740,0,12,802,443,1345,1647,-366,-58,1231,2191,809,0
2023-04-20 00:00:00,42063,43197,38402,3754,13090,0,30744,0,15,768,0,418,1829,-119,0,1162,2190,689,0
2023-04-20 01:00:00,41687,42711,38099,3641,13090,0,30748,0,24,429,24,638,1903,68,30,1062,2190,722,0
2023-04-20 02:00:00,41302,42324,37836,3501,13090,0,30748,0,22,402,1512,1152,2079,87,0,1003,2190,1064,0
2023-04-20 03:00:00,40524,41548,37071,3406,13090,0,30748,0,24,667,1716,1156,2014,273,0,944,2190,855,0
2023-04-20 04:00:00,39908,40925,36604,3318,13090,0,30748,0,17,1321,678,701,1644,469,15,167,2191,295,0
2023-04-20 05:00:00,41914,43179,38312,3210,13090,0,30748,0,16,1648,184,-4,648,733,408,-193,2190,-40,0
2023-04-20 06:00:00,48922,50961,44548,3218,13090,541,30748,0,14,2172,-371,-444,663,785,558,-210,2190,55,0
2023-04-20 07:00:00,55620,56638,50436,3269,13090,3329,30748,0,18,1600,891,814,1211,465,241,157,2190,718,0
2023-04-20 08:00:00,56950,58004,51437,3614,13090,7199,30748,0,25,-76,1905,1164,1837,34,2,1394,2190,1149,0
2023-04-20 09:00:00,53386,54710,47929,4254,13090,11181,30748,0,26,-1313,1204,508,2040,-298,0,1883,2191,578,0
2023-04-20 10:00:00,48364,50196,43421,5147,13090,14811,30748,0,16,-142,1285,-337,1733,-479,0,1968,2190,227,0
2023-04-20 11:00:00,44791,46144,40293,5758,13090,17775,30748,0,22,813,695,-15,1646,-316,0,537,2190,693,0
2023-04-20 12:00:00,42510,44956,38407,6112,13090,19294,30748,0,24,828,-583,-293,2014,-546,0,140,2191,701,0
2023-04-20 13:00:00,40815,43503,36859,6197,13090,19443,30748,0,22,826,494,102,892,-590,0,-1076,2190,219,0
2023-04-20 14:00:00,41030,43516,37153,6221,13090,17695,30748,0,23,810,109,-298,1526,-556,0,-609,2190,6,0
2023-04-20 15:00:00,42452,44368,38584,6120,13090,14295,30748,0,80,956,-73,-64,1892,-603,0,-96,2187,93,0
2023-04-20 16:00:00,48287,50592,44079,5964,13090,10302,30748,0,17,1833,449,-191,2084,-671,-46,520,2092,-380,0
2023-04-20 17:00:00,54499,58065,49972,5650,13090,5967,30748,0,17,2875,-406,-589,766,-415,-2,-583,2185,-554,0
2023-04-20 18:00:00,59149,62438,54634,4910,13090,2981,30748,0,20,2793,-525,-159,968,-308,24,-781,2190,-496,0
2023-04-20 19:00:00,61742,64569,56978,4325,13090,588,30748,0,20,2250,848,536,969,-715,0,-592,2190,-500,0
2023-04-20 20:00:00,60549,62995,55730,4081,13090,2,30748,0,13,2224,492,325,1846,-740,-57,-67,2190,-569,0
2023-04-20 21:00:00,57219,59655,52454,4064,13090,0,30748,0,13,1315,1214,379,1947,-893,-307,323,2190,-223,0
2023-04-20 22:00:00,51469,55581,47300,3939,13090,0,30748,0,12,1865,467,-595,1767,-713,-342,-378,2190,-1072,0
2023-04-20 23:00:00,45665,48803,42217,3738,13090,0,30748,0,28,2573,-681,-19,994,-574,-365,438,2190,-471,0
2023-04-21 00:00:00,42387,45550,38934,3478,13090,0,30753,0,616,1866,-253,-397,1365,-239,-2,411,2190,-656,0
2023-04-21 01:00:00,41870,45051,38589,3323,13090,0,30758,0,678,1979,-337,-284,1586,-200,0,634,2190,-682,0
2023-04-21 02:00:00,41316,44261,37947,3200,13090,0,30758,0,652,1851,-138,-312,1651,-200,0,-54,2190,-589,0
2023-04-21 03:00:00,40269,43918,36840,3162,13090,0,30758,0,833,1848,-505,-442,1147,-191,-119,353,2190,-559,0
2023-04-21 04:00:00,40276,45283,36843,3165,13090,0,30758,0,652,2213,-1746,-391,1343,-24,-33,989,2190,-1161,0
2023-04-21 05:00:00,42195,49297,38741,3247,13090,0,30758,0,34,2905,-2594,-1164,1267,286,169,-735,2190,-1575,0
2023-04-21 06:00:00,49122,55858,45127,3391,13090,160,30758,0,24,3452,-2363,-1305,208,745,521,-848,2190,-1196,0
2023-04-21 07:00:00,57293,59409,52575,3576,13090,1230,30758,0,22,3408,-619,-91,1411,480,208,-237,2190,-147,0
2023-04-21 08:00:00,61753,62775,56800,3941,13090,3182,30758,0,22,3373,1848,435,1857,145,11,510,2190,57,0
2023-04-21 09:00:00,61967,63269,57408,4459,13090,4153,30758,0,13,3058,1406,234,2096,-289,0,1492,2190,252,0
2023-04-21 10:00:00,61999,63800,57940,4971,13090,4721,30758,0,11,3259,3095,1338,2097,-613,-177,1768,2190,859,0
2023-04-21 11:00:00,59402,60554,55747,5377,13090,5563,30758,0,15,3007,2762,1487,2096,-95,1,1994,2190,1483,0
2023-04-21 12:00:00,58878,60015,55293,5647,13090,6759,30758,0,12,2661,3372,1442,2096,-125,0,1998,2190,1489,0
2023-04-21 13:00:00,56770,57851,53313,5598,13090,7694,30758,0,15,2173,3742,1602,2096,-66,0,1998,2190,1396,0
2023-04-21 14:00:00,54131,55576,50735,5483,13090,7525,30758,0,18,2208,3995,1829,2097,-427,0,1998,2190,1335,0
2023-04-21 15:00:00,52736,54124,49381,5291,13090,7280,30758,0,25,3005,3902,1840,2098,-312,-51,1808,2190,1409,0
2023-04-21 16:00:00,55261,56296,51674,4917,13090,6321,30758,0,26,4525,3805,1959,2096,279,-9,1241,2190,1486,0
2023-04-21 17:00:00,58261,59283,54338,4432,13090,4448,30758,0,22,4912,2545,357,1944,757,31,352,2190,439,0
2023-04-21 18:00:00,60027,61171,56009,3772,13090,2450,30758,0,22,5051,1239,174,521,800,314,599,2191,-122,0
2023-04-21 19:00:00,61399,62418,57195,3243,13090,572,30758,0,19,5002,3285,489,822,681,84,1074,2190,189,0
2023-04-21 20:00:00,60713,61734,56415,2969,13090,2,30758,0,21,5095,3306,691,1118,265,1,616,2190,398,0
2023-04-21 21:00:00,58197,59447,53753,2757,13090,0,30758,0,27,3831,2955,584,1906,-172,-51,625,2190,680,0
2023-04-21 22:00:00,52925,54627,48960,2575,13090,0,30758,0,17,3505,1831,-123,1843,-362,-116,-84,2203,379,0
2023-04-21 23:00:00,47860,49224,44276,2400,13090,0,30758,0,15,3784,2141,639,1588,-81,-104,-140,2571,394,0
2023-04-22 00:00:00,44623,45778,41265,2200,13090,0,30758,0,40,3735,1640,496,668,-115,0,496,2592,663,0
2023-04-22 01:00:00,43879,45396,40771,2136,13090,0,30758,0,316,3762,2005,515,546,-154,-47,296,2591,682,0
2023-04-22 02:00:00,43091,44873,40185,2143,13090,0,30758,0,547,4435,2116,686,422,-235,0,324,2543,795,0
2023-04-22 03:00:00,41377,43529,38631,2164,13090,0,30758,0,888,4887,2402,693,2,-264,0,441,1717,708,0
2023-04-22 04:00:00,40369,42382,37708,2218,13090,0,30758,0,749,5593,2155,811,324,-264,0,283,1687,944,0
2023-04-22 05:00:00,40826,42626,38272,2261,13090,0,30758,0,518,5485,2405,582,2,-282,0,773,2185,1069,0
2023-04-22 06:00:00,43791,45316,41099,2321,13090,274,30758,0,21,5333,3141,1209,871,-491,-13,959,2571,1397,0
2023-04-22 07:00:00,48292,50393,45273,2337,13090,1639,30758,0,20,5465,3622,1818,585,-651,-430,1251,2592,1978,0
2023-04-22 08:00:00,51505,54173,48280,2486,13090,3803,30758,0,13,5481,3956,1839,568,-732,-923,1373,2592,1996,0
2023-04-22 09:00:00,52572,55334,49093,2760,13090,6444,30758,0,15,5461,3832,1940,1574,-902,-845,1928,2592,1996,0
2023-04-22 10:00:00,50591,53558,47172,3040,13090,8989,30758,0,17,5806,3250,1693,1909,-902,-1048,1803,2592,1958,0
2023-04-22 11:00:00,48751,51731,45499,3201,13090,10844,30758,0,16,5882,3354,1757,2097,-902,-1062,1995,2592,1902,0
2023-04-22 12:00:00,47771,50745,44637,3243,13090,10998,30758,0,12,6006,3195,1761,2098,-902,-1060,1764,2591,1993,0
2023-04-22 13:00:00,46962,49936,43508,3108,13090,10574,30758,0,12,5153,3564,1969,1191,-902,-1060,1526,2592,1996,0
2023-04-22 14:00:00,46521,49495,42849,2923,13090,9205,30758,0,13,3424,3835,1982,553,-902,-1059,1746,2591,1994,0
2023-04-22 15:00:00,46668,49642,42934,2662,13090,7578,30758,0,12,2563,3696,1799,208,-902,-1060,1451,2592,1995,0
2023-04-22 16:00:00,50299,53274,45943,2386,13090,6315,30758,0,15,1655,3795,1976,1407,-902,-1058,1580,2591,1994,0
2023-04-22 17:00:00,54589,57569,49578,2110,13090,3949,30758,0,18,1652,3423,1835,1077,-902,-1060,1724,2592,1880,0
2023-04-22 18:00:00,57138,60115,52024,1860,13090,1838,30758,0,16,1457,3917,1977,445,-902,-1059,1393,2592,1923,0
2023-04-22 19:00:00,57836,60812,52738,1619,13090,398,30758,0,16,1278,3239,1712,891,-902,-1058,1684,2592,1852,0
2023-04-22 20:00:00,58460,61439,53367,1507,13090,2,30758,0,19,1344,3381,1922,1456,-902,-1058,1648,2590,1901,0
2023-04-22 21:00:00,55400,58382,50481,1495,13090,0,30758,0,21,1350,3327,1447,1473,-902,-1059,891,2591,1469,0
2023-04-22 22:00:00,51273,54250,46753,1483,13090,0,30758,0,18,1682,2984,1228,831,-902,-1057,751,2592,951,0
2023-04-22 23:00:00,46220,49200,42100,1499,13090,0,30758,0,19,2223,3967,1961,1468,-902,-1059,1969,2591,1962,0
2023-04-23 00:00:00,43159,46118,39217,1493,13090,0,30758,0,12,2436,3996,1985,2096,-902,-1045,1998,2591,1994,0
2023-04-23 01:00:00,42358,44962,38602,1529,13090,0,30758,0,14,2582,3995,1984,2098,-902,-688,1998,2591,1995,0
2023-04-23 02:00:00,41716,44867,37985,1563,13090,0,30758,0,645,2144,3996,1984,2098,-902,-604,1998,2590,1996,0
2023-04-23 03:00:00,40141,44313,36350,1611,13090,0,30758,0,1233,1704,3994,1983,2098,-902,-1037,1998,2591,1993,0
2023-04-23 04:00:00,39357,43883,35537,1669,13090,0,30758,0,1563,1124,3912,1923,1996,-902,-1061,1918,2592,1844,0
2023-04-23 05:00:00,39189,43713,35414,1737,13090,0,30758,0,1561,1192,3889,1860,2003,-902,-1061,1883,2592,1903,0
2023-04-23 06:00:00,40374,44549,36486,1807,13090,236,30758,0,1211,1476,3750,1803,2000,-902,-1062,1664,2571,1943,0
2023-04-23 07:00:00,43566,46788,39339,1833,13090,1675,30758,0,258,1406,3788,1878,2094,-902,-1062,1723,2012,1890,0
2023-04-23 08:00:00,46316,49298,42070,1971,13090,3768,30758,0,18,1492,3991,1980,1903,-902,-1062,1964,2559,1991,0
2023-04-23 09:00:00,49134,52114,44549,2201,13090,5392,30758,0,16,1588,3995,1985,2096,-902,-1062,1998,2592,1994,0
2023-04-23 10:00:00,49989,52970,45228,2397,13090,6820,30758,0,17,1589,3994,1985,2097,-902,-1062,1998,2591,1994,0
2023-04-23 11:00:00,50301,53277,45571,2615,13090,7945,30758,0,12,1704,3995,1984,2097,-902,-1062,1998,2592,1994,0
2023-04-23 12:00:00,50730,53706,45889,2834,13090,8693,30758,0,12,2058,3996,1985,2097,-902,-1062,1998,2592,1994,0
2023-04-23 13:00:00,50344,53324,45864,3095,13090,8711,30758,0,16,2941,3996,1984,2097,-902,-1062,1998,2592,1995,0
2023-04-23 14:00:00,50515,53494,46269,3430,13090,7510,30758,0,15,2984,3996,1984,2097,-902,-1062,1998,2592,1996,0
2023-04-23 15:00:00,51756,54735,47581,3919,13090,6452,30758,0,16,2975,3996,1984,2097,-902,-1061,1998,2592,1995,0
2023-04-23 16:00:00,54491,57471,50053,4306,13090,5404,30758,0,16,2954,3996,1984,1848,-902,-1062,2036,2572,1994,0
2023-04-23 17:00:00,57423,60400,52833,4498,13090,3347,30758,0,14,3096,3998,1982,1054,-902,-1061,1282,2040,1995,0
2023-04-23 18:00:00,57994,60971,53600,4504,13090,1688,30758,0,15,3703,3774,1788,275,-902,-1060,507,2560,1991,0
2023-04-23 19:00:00,58652,62025,54400,4430,13090,446,30758,0,19,4305,3271,1206,-390,-902,-1062,412,2592,1609,0
2023-04-23 20:00:00,58493,61481,54413,4450,13090,5,30758,0,24,4278,2079,776,1027,-902,-1062,423,2592,1205,0
2023-04-23 21:00:00,54836,57797,50997,4508,13090,0,30758,0,13,4563,1545,717,1091,-902,-1046,620,2562,891,0
2023-04-23 22:00:00,49549,52532,45859,4501,13090,0,30758,0,19,4910,950,922,537,-902,-1062,288,1750,894,0
2023-04-23 23:00:00,43815,46916,40593,4434,13090,0,30758,0,202,4670,2455,500,1013,-902,-997,442,1986,728,0
2023-04-24 00:00:00,40921,44729,37801,4077,13090,0,30762,0,979,4245,2459,57,853,-902,-927,407,1504,622,0
2023-04-24 01:00:00,40960,45038,38020,3882,13090,0,30766,0,1234,3941,2768,386,850,-902,-942,657,2230,658,0
2023-04-24 02:00:00,40892,45679,37913,3736,13090,0,30766,0,2032,3931,2576,1119,1391,-902,-853,719,2226,828,0
2023-04-24 03:00:00,39789,44383,36843,3615,13090,0,30766,0,2074,3950,1819,685,1463,-873,-647,668,1854,794,0
2023-04-24 04:00:00,39884,43310,36817,3441,13090,0,30766,0,1391,4318,1560,334,1074,-679,-356,667,1338,563,0
2023-04-24 05:00:00,42643,45077,39339,3298,13090,0,30766,0,86,4708,-390,6,615,-182,-27,-558,1702,-189,0
2023-04-24 06:00:00,50003,51671,45967,3304,13090,541,30766,0,17,4580,-89,119,1028,150,43,-388,2545,-174,0
2023-04-24 07:00:00,58599,59752,53640,3453,13090,2583,30766,0,12,3597,1148,755,1039,-65,-76,158,2590,894,0
2023-04-24 08:00:00,60446,62142,55290,3738,13090,5343,30766,0,27,2753,2753,988,1367,-537,-132,1373,2591,997,0
2023-04-24 09:00:00,61357,63282,56324,4043,13090,7319,30766,0,26,2901,3602,1251,2093,-899,0,1948,2592,1156,0
2023-04-24 10:00:00,59965,61896,55029,4075,13090,8921,30766,0,13,2945,3513,1305,2097,-903,-15,1587,2591,1055,0
2023-04-24 11:00:00,59967,61668,55073,4083,13090,8854,30766,0,15,2857,3674,1867,2096,-686,0,1952,2591,1399,0
2023-04-24 12:00:00,60407,62296,55405,4113,13090,8712,30766,0,13,2342,3806,1772,2053,-876,0,1673,2592,1925,0
2023-04-24 13:00:00,60110,61995,55093,4161,13090,7957,30766,0,14,2218,3995,1891,2095,-871,0,1905,2592,1994,0
2023-04-24 14:00:00,59816,61730,54879,4108,13090,7572,30766,0,12,2376,4001,1979,2097,-902,0,1844,2590,1989,0
2023-04-24 15:00:00,60299,62217,55390,4113,13090,5686,30766,0,15,2557,3807,1793,2096,-903,0,1707,2591,1757,0
2023-04-24 16:00:00,63611,65529,58397,4151,13090,4090,30766,0,14,2277,3523,1594,2097,-904,0,1916,2592,1532,0
2023-04-24 17:00:00,66906,68828,61445,3946,13090,2750,30766,0,19,2306,3039,1015,2095,-903,0,1236,2591,1149,0
2023-04-24 18:00:00,67622,69550,62144,3550,13090,1558,30766,0,24,2072,2844,1291,1905,-904,0,797,2592,1045,0
2023-04-24 19:00:00,67222,69136,61782,2932,13090,452,30766,0,11,1929,2912,1304,1707,-903,0,1230,2591,1202,0
2023-04-24 20:00:00,65598,67515,60176,2662,13090,5,30766,0,15,1857,2034,1079,1607,-902,0,596,2591,998,0
2023-04-24 21:00:00,62544,64463,57061,2504,13090,0,30766,0,16,1433,1270,899,1896,-903,0,367,2592,541,0
2023-04-24 22:00:00,55959,58965,50656,2425,13090,0,30766,0,18,1113,322,391,1663,-904,0,-1084,2592,263,0
2023-04-24 23:00:00,49215,51727,44751,2330,13090,0,30766,0,142,1196,1293,204,1980,-865,0,-505,2575,185,0
2023-04-25 00:00:00,45666,48284,41431,2122,13090,0,30770,0,136,1348,1656,-16,852,-738,0,-728,2159,499,0
2023-04-25 01:00:00,45280,47623,41207,2067,13090,0,30774,0,132,1109,878,-51,1338,-738,0,-422,2566,754,0
2023-04-25 02:00:00,45216,47401,41106,2026,13090,0,30774,0,309,1066,1211,692,1546,-738,0,-138,2592,1087,0
2023-04-25 03:00:00,44583,47223,40412,2005,13090,0,30774,0,721,1659,1133,261,1040,-738,0,-181,2562,553,0
2023-04-25 04:00:00,44325,47260,39885,1968,13090,0,30774,0,719,1122,460,-295,695,-738,0,-183,1771,181,0
2023-04-25 05:00:00,46781,52003,42132,1967,13090,1,30774,0,53,1073,-1286,-921,577,-738,0,-908,2544,-316,0
2023-04-25 06:00:00,54062,56742,48910,1918,13090,891,30774,0,20,1797,-535,163,870,-426,0,-699,2591,103,0
2023-04-25 07:00:00,61838,63716,56141,1849,13090,3937,30774,0,26,714,2827,937,2044,-852,0,650,2591,763,0
2023-04-25 08:00:00,60869,62797,55258,1889,13090,7938,30774,0,26,49,3580,1115,2095,-902,0,350,2592,1430,0
2023-04-25 09:00:00,56918,58839,51541,1896,13090,11857,30774,0,19,37,2835,913,2095,-902,0,613,2591,1234,0
2023-04-25 10:00:00,53942,55859,48455,1825,13090,14462,30774,0,15,-160,1133,626,2095,-902,0,470,2590,1302,0
2023-04-25 11:00:00,53075,54993,47441,1735,13090,15733,30774,0,16,-93,1555,545,2097,-902,0,317,2592,1230,0
2023-04-25 12:00:00,53554,55466,47851,1685,13090,15840,30774,0,10,-483,3041,1326,2095,-902,0,938,2591,1407,0
2023-04-25 13:00:00,53210,55127,47358,1577,13090,14999,30774,0,15,-541,3535,1652,2095,-902,0,1349,2592,1978,0
2023-04-25 14:00:00,52428,54343,46773,1475,13090,13569,30774,0,13,-855,3205,1668,2097,-902,0,1104,2592,1994,0
2023-04-25 15:00:00,53682,55598,47948,1403,13090,11321,30774,0,14,-1178,2704,1088,2096,-902,0,1308,2592,1807,0
2023-04-25 16:00:00,57836,59585,51785,1320,13090,8831,30774,0,14,-1330,3207,1643,2096,-735,0,1936,2592,1847,0
2023-04-25 17:00:00,62050,63606,55856,1217,13090,5740,30774,0,22,-722,3240,1252,2096,-534,0,1740,2592,1778,0
2023-04-25 18:00:00,64923,66390,58730,1112,13090,3251,30774,0,8,-477,3643,1670,2096,-459,0,1345,2592,1951,0
2023-04-25 19:00:00,65483,66753,59409,980,13090,837,30774,0,8,260,3155,1835,2097,-262,0,473,2592,1996,0
2023-04-25 20:00:00,65683,66771,59685,953,13090,8,30774,0,6,56,3354,1897,2097,-82,0,1100,2591,1995,0
2023-04-25 21:00:00,62468,63481,56503,974,13090,0,30774,0,13,-136,3357,1795,2095,181,0,475,2592,1829,0
2023-04-25 22:00:00,56086,57099,50790,976,13090,0,30774,0,13,770,2198,535,1759,432,0,1098,2592,943,0
2023-04-25 23:00:00,49828,51651,44997,989,13090,0,30774,0,15,-101,919,828,1256,-232,0,-576,2592,496,0
2023-04-26 00:00:00,46414,49567,41787,949,13090,0,30778,0,897,-1180,-180,450,1172,-837,0,-239,2591,222,0
2023-04-26 01:00:00,46150,49735,41682,891,13090,0,30782,0,1997,-318,453,188,927,-491,0,110,2591,-97,0
2023-04-26 02:00:00,45761,49378,41302,861,13090,0,30782,0,1997,-410,652,436,753,-556,0,-64,2586,380,0
2023-04-26 03:00:00,44574,48459,40137,829,13090,0,30782,0,1976,-654,-257,438,255,-466,0,-186,2472,389,0
2023-04-26 04:00:00,44127,48088,39669,835,13090,0,30782,0,1905,-280,-405,-55,2,-64,0,-471,2478,-61,0
2023-04-26 05:00:00,45985,51568,41383,882,13090,0,30782,0,80,450,-1594,-868,-202,324,0,-945,2585,-894,0
2023-04-26 06:00:00,53223,54982,48046,884,13090,385,30782,0,16,749,727,115,198,351,0,-295,2591,-448,0
2023-04-26 07:00:00,61732,62835,55683,856,13090,2046,30782,0,20,-164,2754,979,1359,-83,0,890,2591,1196,0
2023-04-26 08:00:00,64827,66533,58354,916,13090,4495,30782,0,22,-1436,3886,1663,2066,-684,0,1451,2591,1974,0
2023-04-26 09:00:00,63631,65541,57225,997,13090,7325,30782,0,16,-2762,4000,1975,2097,-894,0,1505,2592,1996,0
2023-04-26 10:00:00,61563,63483,55309,1033,13090,9668,30782,0,16,-2547,4000,1984,2095,-904,0,1894,2592,1996,0
2023-04-26 11:00:00,59932,61342,53823,1071,13090,10036,30782,0,14,-1929,4003,1983,2098,-396,0,1706,2592,1996,0
2023-04-26 12:00:00,60136,61758,54039,1105,13090,9859,30782,0,13,-2291,3998,1906,2097,-609,0,1993,2592,1996,0
2023-04-26 13:00:00,59426,61112,53411,1102,13090,8982,30782,0,9,-2403,3477,1699,2096,-677,0,1906,2592,1996,0
2023-04-26 14:00:00,58750,60487,52942,1089,13090,7475,30782,0,13,-2272,3839,1696,2096,-724,0,1997,2592,1948,0
2023-04-26 15:00:00,59151,60841,53382,1083,13090,6534,30782,0,12,-2178,3998,1969,2096,-678,0,1981,2592,1994,0
2023-04-26 16:00:00,62619,64191,56546,1094,13090,5259,30782,0,12,-2134,3996,1984,2097,-560,0,2037,2592,1996,0
2023-04-26 17:00:00,66048,67363,59759,1106,13090,3564,30782,0,13,-1221,3419,1980,2096,-302,0,2038,2592,1994,0
